name,wiki_uri,s,wikidata,wiki_name
"Hees, C. van",[],https://hdl.handle.net/20.500.11840/pi76838,http://www.wikidata.org/entity/Q2098271,"[rdflib.term.Literal('Carel van Hees', lang='an'), rdflib.term.Literal('Carel van Hees', lang='de-at'), rdflib.term.Literal('Carel van Hees', lang='de-ch'), rdflib.term.Literal('Carel van Hees', lang='io'), rdflib.term.Literal('Carel van Hees', lang='jut'), rdflib.term.Literal('Carel van Hees', lang='nn'), rdflib.term.Literal('Carel van Hees', lang='pms'), rdflib.term.Literal('Carel van Hees', lang='sco'), rdflib.term.Literal('Carel van Hees', lang='sje'), rdflib.term.Literal('Carel van Hees', lang='ast'), rdflib.term.Literal('Carel van Hees', lang='ca'), rdflib.term.Literal('Carel van Hees', lang='cs'), rdflib.term.Literal('Carel van Hees', lang='cy'), rdflib.term.Literal('Carel van Hees', lang='da'), rdflib.term.Literal('Carel van Hees', lang='de'), rdflib.term.Literal('Carel van Hees', lang='en'), rdflib.term.Literal('Carel van Hees', lang='es'), rdflib.term.Literal('Carel van Hees', lang='eu'), rdflib.term.Literal('Carel van Hees', lang='fi'), rdflib.term.Literal('Carel van Hees', lang='fr'), rdflib.term.Literal('Carel van Hees', lang='ga'), rdflib.term.Literal('Carel van Hees', lang='gl'), rdflib.term.Literal('Carel van Hees', lang='it'), rdflib.term.Literal('Carel van Hees', lang='nb'), rdflib.term.Literal('Carel van Hees', lang='nl'), rdflib.term.Literal('Carel van Hees', lang='pt'), rdflib.term.Literal('Carel van Hees', lang='pt-br'), rdflib.term.Literal('Carel van Hees', lang='ro'), rdflib.term.Literal('Carel van Hees', lang='sc'), rdflib.term.Literal('Carel van Hees', lang='sl'), rdflib.term.Literal('Carel van Hees', lang='sq'), rdflib.term.Literal('Carel van Hees', lang='sv')]"
"Henning, C.",[],https://hdl.handle.net/20.500.11840/pi76839,http://www.wikidata.org/entity/Q60233371,"[rdflib.term.Literal('Cornelis Henning', lang='ast'), rdflib.term.Literal('Cornelis Henning', lang='ca'), rdflib.term.Literal('Cornelis Henning', lang='da'), rdflib.term.Literal('C. Henning', lang='de'), rdflib.term.Literal('Cornelis Henning', lang='en'), rdflib.term.Literal('C. Henning', lang='es'), rdflib.term.Literal('C. Henning', lang='fr'), rdflib.term.Literal('C. Henning', lang='it'), rdflib.term.Literal('Cornelis Henning', lang='nl'), rdflib.term.Literal('Cornelis Henning', lang='pt'), rdflib.term.Literal('Cornelis Henning', lang='pt-br'), rdflib.term.Literal('Cornelis Henning', lang='sq'), rdflib.term.Literal('Cornelis Henning', lang='sv')]"
Henny Wong,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286656')],https://hdl.handle.net/20.500.11840/pi76840,http://www.wikidata.org/entity/Q83286656,"[rdflib.term.Literal('Henny Wong', lang='de'), rdflib.term.Literal('Henny Wong', lang='en'), rdflib.term.Literal('Henny Wong', lang='es'), rdflib.term.Literal('Henny Wong', lang='fr'), rdflib.term.Literal('Henny Wong', lang='it'), rdflib.term.Literal('Henny Wong', lang='nl'), rdflib.term.Literal('Henny Wong', lang='sq')]"
"Herrera, C.",[],https://hdl.handle.net/20.500.11840/pi76841,http://www.wikidata.org/entity/Q83287065,[]
E.A. Hof,[],https://hdl.handle.net/20.500.11840/pi76843,http://www.wikidata.org/entity/Q83286494,[]
E.A. Hof,[],https://hdl.handle.net/20.500.11840/pi76843,http://www.wikidata.org/entity/Q86736797,"[rdflib.term.Literal('E. Hof', lang='en'), rdflib.term.Literal('E. Hof', lang='nl')]"
"Hoogstraten, H. van",[],https://hdl.handle.net/20.500.11840/pi76846,http://www.wikidata.org/entity/Q1679450,"[rdflib.term.Literal('Jacobus van Hoogstraten', lang='la'), rdflib.term.Literal('Jacob van Hoogstraten', lang='ast'), rdflib.term.Literal('Jacob van Hoogstraten', lang='ca'), rdflib.term.Literal('Jacob van Hoogstraten', lang='da'), rdflib.term.Literal('Jacob van Hoogstraten', lang='de'), rdflib.term.Literal('Jacob van Hoogstraten', lang='en'), rdflib.term.Literal('Jacob van Hoogstraten', lang='es'), rdflib.term.Literal('Jacob van Hoogstraten', lang='eu'), rdflib.term.Literal('Jacob van Hoogstraten', lang='fi'), rdflib.term.Literal('Jacob van Hoogstraten', lang='fr'), rdflib.term.Literal('Jacob van Hoogstraten', lang='hu'), rdflib.term.Literal('Jacob van Hoogstraten', lang='it'), rdflib.term.Literal('Jakob van Hoogstraten', lang='nb'), rdflib.term.Literal('Jacob van Hoogstraaten', lang='nl'), rdflib.term.Literal('Jacob van Hoogstraten', lang='nn'), rdflib.term.Literal('Jakob van Hoogstraten', lang='pl'), rdflib.term.Literal('Jacob van Hoogstraten', lang='pt'), rdflib.term.Literal('Jacob van Hoogstraten', lang='pt-br'), rdflib.term.Literal('Jacob van Hoogstraten', lang='ro'), rdflib.term.Literal('Jacob van Hoogstraten', lang='se'), rdflib.term.Literal('Jacob van Hoogstraaten', lang='sq'), rdflib.term.Literal('Jacob van Hoogstraten', lang='sv'), rdflib.term.Literal('Jacob van Hoogstraten', lang='tr')]"
"Horst, J.H. van de",[],https://hdl.handle.net/20.500.11840/pi76847,http://www.wikidata.org/entity/Q314548,"[rdflib.term.Literal('Gerard van Honthorst', lang='tr'), rdflib.term.Literal('Gerard van Honthorst', lang='io'), rdflib.term.Literal('Gerrit van Honthorst', lang='an'), rdflib.term.Literal('جيرارد فان هونثورست', lang='ar'), rdflib.term.Literal('جيرارد فان هونثورست', lang='arz'), rdflib.term.Literal('Герыт ван Хонтхорст', lang='be'), rdflib.term.Literal('Герит ван Хонтхорст', lang='bg'), rdflib.term.Literal('Gerard van Honthorst', lang='br'), rdflib.term.Literal('Gerard van Honthorst', lang='ca'), rdflib.term.Literal('Gerard van Honthorst', lang='cs'), rdflib.term.Literal('Gerrit van Honthorst', lang='da'), rdflib.term.Literal('Gerrit van Honthorst', lang='de'), rdflib.term.Literal('Χέρριτ φαν Χόντχορστ', lang='el'), rdflib.term.Literal('Gerard van Honthorst', lang='en'), rdflib.term.Literal('Gerrit van Honthorst', lang='eo'), rdflib.term.Literal('J.H. van de Horst', lang='es'), rdflib.term.Literal('خرارد فن هونهورست', lang='fa'), rdflib.term.Literal('Gerard van Honthorst', lang='fi'), rdflib.term.Literal('Gerrit van Honthorst', lang='fr'), rdflib.term.Literal('חרארד ואן הונטהורסט', lang='he'), rdflib.term.Literal('Gerard van Honthorst', lang='hu'), rdflib.term.Literal('Ջերարդ վան Հոնթհորսթ', lang='hy'), rdflib.term.Literal('Gerard van Honthorst', lang='id'), rdflib.term.Literal('Gerard van Honthorst', lang='it'), rdflib.term.Literal('ヘラルト・ファン・ホントホルスト', lang='ja'), rdflib.term.Literal('헤라르트 판혼트호르스트', lang='ko'), rdflib.term.Literal('Gerardus de Honthorst', lang='la'), rdflib.term.Literal('Gerrit van Honthorst', lang='lt'), rdflib.term.Literal('Gerards van Honthorsts', lang='lv'), rdflib.term.Literal('Gerard van Honthorst', lang='nb'), rdflib.term.Literal('Gerard van Honthorst', lang='nl'), rdflib.term.Literal('Gerard van Honthorst', lang='nn'), rdflib.term.Literal('Gerrit van Honthorst', lang='pl'), rdflib.term.Literal('Gerard van Honthorst', lang='pt'), rdflib.term.Literal('Gerard van Honthorst', lang='pt-br'), rdflib.term.Literal('Геррит ван Хонтхорст', lang='ru'), rdflib.term.Literal('Gerard van Honthorst', lang='sk'), rdflib.term.Literal('Gerard van Honthorst', lang='sl'), rdflib.term.Literal('Gerard van Honthorst', lang='sq'), rdflib.term.Literal('Герард ван Хонтхорст', lang='sr'), rdflib.term.Literal('Герард ван Хонтхорст', lang='sr-ec'), rdflib.term.Literal('Gerard van Honthorst', lang='sr-el'), rdflib.term.Literal('Gerard van Honthorst', lang='sv'), rdflib.term.Literal('เคราร์ด ฟัน โฮนต์ฮอสต์', lang='th'), rdflib.term.Literal('Герріт ван Гонтгорст', lang='uk'), rdflib.term.Literal('Gerard van Honthorst', lang='vi'), rdflib.term.Literal('赫拉德·范·洪特霍斯特', lang='zh'), rdflib.term.Literal('傑拉德·范·昂瑟斯特', lang='zh-cn'), rdflib.term.Literal('傑拉德·范·昂瑟斯特', lang='zh-hans'), rdflib.term.Literal('傑拉德·範·昂瑟斯特', lang='zh-hant')]"
B. Ietswaart,[],https://hdl.handle.net/20.500.11840/pi76850,http://www.wikidata.org/entity/Q83287145,"[rdflib.term.Literal('Barend Ietswaart', lang='ast'), rdflib.term.Literal('Barend Ietswaart', lang='ca'), rdflib.term.Literal('Barend Ietswaart', lang='cy'), rdflib.term.Literal('Barend Ietswaart', lang='da'), rdflib.term.Literal('B. Ietswaart', lang='de'), rdflib.term.Literal('Barend Ietswaart', lang='en'), rdflib.term.Literal('B. Ietswaart', lang='es'), rdflib.term.Literal('Barend Ietswaart', lang='fi'), rdflib.term.Literal('B. Ietswaart', lang='fr'), rdflib.term.Literal('Barend Ietswaart', lang='ga'), rdflib.term.Literal('B. Ietswaart', lang='it'), rdflib.term.Literal('Barend Ietswaart', lang='nb'), rdflib.term.Literal('Barend Ietswaart', lang='nl'), rdflib.term.Literal('Barend Ietswaart', lang='pt'), rdflib.term.Literal('Barend Ietswaart', lang='pt-br'), rdflib.term.Literal('Barend Ietswaart', lang='ro'), rdflib.term.Literal('Barend Ietswaart', lang='sc'), rdflib.term.Literal('B. Ietswaart', lang='sq'), rdflib.term.Literal('Barend Ietswaart', lang='sv')]"
Saint-Jacques,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820349')],https://hdl.handle.net/20.500.11840/pi76851,http://www.wikidata.org/entity/Q86820349,"[rdflib.term.Literal('Saint-Jacques', lang='en'), rdflib.term.Literal('Saint-Jacques', lang='nl'), rdflib.term.Literal('Saint-Jacques', lang='sq')]"
"Joaque, F.W.",[],https://hdl.handle.net/20.500.11840/pi76853,http://www.wikidata.org/entity/Q83286808,"[rdflib.term.Literal('Francis W. Joaque', lang='de'), rdflib.term.Literal('Francis W. Joaque', lang='en'), rdflib.term.Literal('Francis W. Joaque', lang='es'), rdflib.term.Literal('Francis W. Joaque', lang='fr'), rdflib.term.Literal('Francis W. Joaque', lang='it'), rdflib.term.Literal('Francis Joaque', lang='nl'), rdflib.term.Literal('Francis W. Joaque', lang='sq')]"
J. Kalkbrenner,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286654')],https://hdl.handle.net/20.500.11840/pi76856,http://www.wikidata.org/entity/Q83286654,"[rdflib.term.Literal('J. Kalkbrenner', lang='de'), rdflib.term.Literal('J. Kalkbrenner', lang='en'), rdflib.term.Literal('J. Kalkbrenner', lang='es'), rdflib.term.Literal('J. Kalkbrenner', lang='fr'), rdflib.term.Literal('J. Kalkbrenner', lang='it'), rdflib.term.Literal('J. Kalkbrenner', lang='nl'), rdflib.term.Literal('J. Kalkbrenner', lang='sq')]"
"Kaufmann, B.",[],https://hdl.handle.net/20.500.11840/pi76857,http://www.wikidata.org/entity/Q83286934,"[rdflib.term.Literal('B. Kaufmann', lang='de'), rdflib.term.Literal('B. Kaufmann', lang='es'), rdflib.term.Literal('B. Kaufmann', lang='fr'), rdflib.term.Literal('B. Kaufmann', lang='it'), rdflib.term.Literal('B. Kaufmann', lang='sq'), rdflib.term.Literal('B. Kaufmann', lang='en'), rdflib.term.Literal('B. Kaufmann', lang='nl')]"
"Kerr, C.",[],https://hdl.handle.net/20.500.11840/pi76859,http://www.wikidata.org/entity/Q83286951,"[rdflib.term.Literal('C. Kerr', lang='de'), rdflib.term.Literal('C. Kerr', lang='en'), rdflib.term.Literal('C. Kerr', lang='es'), rdflib.term.Literal('C. Kerr', lang='fr'), rdflib.term.Literal('C. Kerr', lang='it'), rdflib.term.Literal('C. Kerr', lang='nl'), rdflib.term.Literal('C. Kerr', lang='sq')]"
"Klier, P.A.",[],https://hdl.handle.net/20.500.11840/pi76864,http://www.wikidata.org/entity/Q70206969,"[rdflib.term.Literal('Philip Adolphe Klier', lang='de'), rdflib.term.Literal('Philip Adolphe Klier', lang='cs'), rdflib.term.Literal('Philip Adolphe Klier', lang='fr'), rdflib.term.Literal('Philip Adolphe Klier', lang='sk'), rdflib.term.Literal('فيليپ ادولف كلير', lang='arz'), rdflib.term.Literal('Philip Adolphe Klier', lang='ast'), rdflib.term.Literal('Philip Adolphe Klier', lang='ca'), rdflib.term.Literal('Philip Adolphe Klier', lang='en'), rdflib.term.Literal('Philip Adolphe Klier', lang='nl'), rdflib.term.Literal('Philip Adolphe Klier', lang='pl'), rdflib.term.Literal('Philip Adolphe Klier', lang='sl'), rdflib.term.Literal('Philip Adolphe Klier', lang='sq')]"
"KlÃ¶sz, G.",[],https://hdl.handle.net/20.500.11840/pi76865,http://www.wikidata.org/entity/Q83286772,[]
"Kluyver, U.F.",[],https://hdl.handle.net/20.500.11840/pi76866,http://www.wikidata.org/entity/Q83286501,"[rdflib.term.Literal('Urs F. Kluyver', lang='de'), rdflib.term.Literal('Urs F. Kluyver', lang='en'), rdflib.term.Literal('Urs F. Kluyver', lang='es'), rdflib.term.Literal('Urs F. Kluyver', lang='fr'), rdflib.term.Literal('Urs F. Kluyver', lang='it'), rdflib.term.Literal('Urs Kluyver', lang='nl'), rdflib.term.Literal('Urs F. Kluyver', lang='sq')]"
"Knorr, A. (?)",[],https://hdl.handle.net/20.500.11840/pi76867,http://www.wikidata.org/entity/Q86741352,"[rdflib.term.Literal('A. Knorr', lang='en'), rdflib.term.Literal('A. Knorr', lang='es'), rdflib.term.Literal('A. Knorr', lang='nl'), rdflib.term.Literal('A. Knorr', lang='sq')]"
"Kramer, C.",[],https://hdl.handle.net/20.500.11840/pi76872,http://www.wikidata.org/entity/Q60270760,"[rdflib.term.Literal('C.  Kramer (actief 1920-1930)', lang='ca'), rdflib.term.Literal('C.  Kramer (actief 1920-1930)', lang='da'), rdflib.term.Literal('Carel Kramer', lang='de'), rdflib.term.Literal('Carel Kramer', lang='en'), rdflib.term.Literal('Carel Kramer', lang='es'), rdflib.term.Literal('Carel Kramer', lang='fr'), rdflib.term.Literal('Carel Kramer', lang='it'), rdflib.term.Literal('Carel Kramer', lang='nl'), rdflib.term.Literal('C.  Kramer (actief 1920-1930)', lang='pt'), rdflib.term.Literal('Carel Kramer', lang='sq'), rdflib.term.Literal('C.  Kramer (actief 1920-1930)', lang='sv')]"
"Kusakabe, Kimbei",[],https://hdl.handle.net/20.500.11840/pi76875,http://www.wikidata.org/entity/Q1794526,"[rdflib.term.Literal('كوساكاب كيمبى', lang='arz'), rdflib.term.Literal('Kinbei Kusakabe', lang='ca'), rdflib.term.Literal('Kimbei Kusakabe', lang='cs'), rdflib.term.Literal('Kinbei Kusakabe', lang='da'), rdflib.term.Literal('Kusakabe Kimbei', lang='de'), rdflib.term.Literal('Kusakabe Kimbei', lang='en'), rdflib.term.Literal('Kusakabe Kimbei', lang='es'), rdflib.term.Literal('Kimbei Kusakabe', lang='fr'), rdflib.term.Literal('Kusakabe Kimbei', lang='id'), rdflib.term.Literal('Kinbei Kusakabe', lang='it'), rdflib.term.Literal('日下部金兵衛', lang='ja'), rdflib.term.Literal('구사카베 김베이', lang='ko'), rdflib.term.Literal('Kusakabe Kimbei', lang='nl'), rdflib.term.Literal('Kinbei Kusakabe', lang='pt'), rdflib.term.Literal('Kinbei Kusakabe', lang='pt-br'), rdflib.term.Literal('Кусакабэ Кимбэй', lang='ru'), rdflib.term.Literal('Kusakabe Kimbei', lang='sq'), rdflib.term.Literal('Kinbei Kusakabe', lang='sv'), rdflib.term.Literal('日下部 金兵衛,', lang='zh')]"
Kwa Hong Lok,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83287090')],https://hdl.handle.net/20.500.11840/pi76876,http://www.wikidata.org/entity/Q83287090,"[rdflib.term.Literal('Kwa Hong Lok', lang='de'), rdflib.term.Literal('Kwa Hong Lok', lang='en'), rdflib.term.Literal('Kwa Hong Lok', lang='es'), rdflib.term.Literal('Kwa Hong Lok', lang='fr'), rdflib.term.Literal('Kwa Hong Lok', lang='it'), rdflib.term.Literal('Kwa Hong Lok', lang='nl'), rdflib.term.Literal('Kwa Hong Lok', lang='sq')]"
Lacheco,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820350')],https://hdl.handle.net/20.500.11840/pi76878,http://www.wikidata.org/entity/Q86820350,"[rdflib.term.Literal('Lacheco', lang='en'), rdflib.term.Literal('Lacheco', lang='nl'), rdflib.term.Literal('Lacheco', lang='sq')]"
L.J.B. Lagendijk,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83287046')],https://hdl.handle.net/20.500.11840/pi76880,http://www.wikidata.org/entity/Q83287046,"[rdflib.term.Literal('L.J.B. Lagendijk', lang='de'), rdflib.term.Literal('L.J.B. Lagendijk', lang='en'), rdflib.term.Literal('L.J.B. Lagendijk', lang='es'), rdflib.term.Literal('L.J.B. Lagendijk', lang='fr'), rdflib.term.Literal('L.J.B. Lagendijk', lang='it'), rdflib.term.Literal('L.J.B. Lagendijk', lang='nl'), rdflib.term.Literal('L.J.B. Lagendijk', lang='sq')]"
O. de Lange,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286823')],https://hdl.handle.net/20.500.11840/pi76882,http://www.wikidata.org/entity/Q83286823,"[rdflib.term.Literal('O. de Lange', lang='de'), rdflib.term.Literal('O. de Lange', lang='en'), rdflib.term.Literal('O. de Lange', lang='es'), rdflib.term.Literal('O. de Lange', lang='fr'), rdflib.term.Literal('O. de Lange', lang='it'), rdflib.term.Literal('O. de Lange', lang='nl'), rdflib.term.Literal('O. de Lange', lang='sq')]"
"LaVarre, W.",[],https://hdl.handle.net/20.500.11840/pi76884,http://www.wikidata.org/entity/Q16012000,"[rdflib.term.Literal('اندريه د لا ڤار', lang='arz'), rdflib.term.Literal('André de la Varre', lang='ast'), rdflib.term.Literal('André de la Varre', lang='ca'), rdflib.term.Literal('W. LaVarre', lang='de'), rdflib.term.Literal('André de la Varre', lang='en'), rdflib.term.Literal('W. LaVarre', lang='es'), rdflib.term.Literal('W. LaVarre', lang='fr'), rdflib.term.Literal('André de la Varre', lang='hu'), rdflib.term.Literal('W. LaVarre', lang='it'), rdflib.term.Literal('アンドレ・ドゥ・ラ・ヴァール', lang='ja'), rdflib.term.Literal('André de la Varre', lang='nl'), rdflib.term.Literal('W. LaVarre', lang='pap'), rdflib.term.Literal('André de la Varre', lang='sl'), rdflib.term.Literal('Andre de la Varre', lang='sq'), rdflib.term.Literal('André de la Varre', lang='nb'), rdflib.term.Literal('André de la Varre', lang='ga')]"
"Ledochowski, C.",[],https://hdl.handle.net/20.500.11840/pi76885,http://www.wikidata.org/entity/Q83287180,"[rdflib.term.Literal('Chris Ledochowski', lang='de'), rdflib.term.Literal('Chris Ledochowski', lang='en'), rdflib.term.Literal('Chris Ledochowski', lang='es'), rdflib.term.Literal('Chris Ledochowski', lang='fr'), rdflib.term.Literal('Chris Ledochowski', lang='it'), rdflib.term.Literal('Chris Ledochowski', lang='nl'), rdflib.term.Literal('Chris Ledochowski', lang='sq')]"
Leon Ardouin,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286791')],https://hdl.handle.net/20.500.11840/pi76889,http://www.wikidata.org/entity/Q83286791,"[rdflib.term.Literal('Leon Ardouin', lang='de'), rdflib.term.Literal('Leon Ardouin', lang='en'), rdflib.term.Literal('Leon Ardouin', lang='es'), rdflib.term.Literal('Leon Ardouin', lang='fr'), rdflib.term.Literal('Leon Ardouin', lang='it'), rdflib.term.Literal('Leon Ardouin', lang='nl'), rdflib.term.Literal('Leon Ardouin', lang='sq')]"
"Leroux, A.",[],https://hdl.handle.net/20.500.11840/pi76891,http://www.wikidata.org/entity/Q83286758,"[rdflib.term.Literal('Alexandre Leroux', lang='de'), rdflib.term.Literal('Alexandre Leroux', lang='en'), rdflib.term.Literal('Alexandre Leroux', lang='es'), rdflib.term.Literal('Alexandre Leroux', lang='fr'), rdflib.term.Literal('Alexandre Leroux', lang='it'), rdflib.term.Literal('Alexandre Leroux', lang='nl'), rdflib.term.Literal('Alexandre Leroux', lang='sq')]"
Lopes,"[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86007517'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820353'), rdflib.term.URIRef('http://www.wikidata.org/entity/Q103376477')]",https://hdl.handle.net/20.500.11840/pi76894,http://www.wikidata.org/entity/Q86820353,"[rdflib.term.Literal('Lopes', lang='nl'), rdflib.term.Literal('Lopes', lang='en'), rdflib.term.Literal('Lopes', lang='sq')]"
Maail,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q86820354')],https://hdl.handle.net/20.500.11840/pi76895,http://www.wikidata.org/entity/Q86820354,"[rdflib.term.Literal('Maail', lang='sq'), rdflib.term.Literal('Maail', lang='en'), rdflib.term.Literal('Maail', lang='nl')]"
"Maanen, J. van",[],https://hdl.handle.net/20.500.11840/pi76896,http://www.wikidata.org/entity/Q84593784,"[rdflib.term.Literal('Jan van Maanen', lang='ca'), rdflib.term.Literal('Jan van Maanen', lang='da'), rdflib.term.Literal('Jan van Maanen', lang='de'), rdflib.term.Literal('Jan van Maanen', lang='en'), rdflib.term.Literal('Jan van Maanen', lang='es'), rdflib.term.Literal('Jan van Maanen', lang='fr'), rdflib.term.Literal('Jan van Maanen', lang='it'), rdflib.term.Literal('Jan van Maanen', lang='nl'), rdflib.term.Literal('Jan van Maanen', lang='pt'), rdflib.term.Literal('Jan van Maanen', lang='pt-br'), rdflib.term.Literal('Jan van Maanen', lang='sq'), rdflib.term.Literal('Jan van Maanen', lang='sv')]"
"Mallet, A.",[],https://hdl.handle.net/20.500.11840/pi76898,http://www.wikidata.org/entity/Q83287203,"[rdflib.term.Literal('A. Mallet', lang='de'), rdflib.term.Literal('A. Mallet', lang='en'), rdflib.term.Literal('A. Mallet', lang='es'), rdflib.term.Literal('A. Mallet', lang='fr'), rdflib.term.Literal('A. Mallet', lang='it'), rdflib.term.Literal('A. Mallet', lang='nl'), rdflib.term.Literal('A. Mallet', lang='sq')]"
"Mangini, J.",[],https://hdl.handle.net/20.500.11840/pi76899,http://www.wikidata.org/entity/Q83287108,"[rdflib.term.Literal('J. Mangini', lang='de'), rdflib.term.Literal('J. Mangini', lang='en'), rdflib.term.Literal('J. Mangini', lang='es'), rdflib.term.Literal('J. Mangini', lang='fr'), rdflib.term.Literal('J. Mangini', lang='it'), rdflib.term.Literal('J. Mangini', lang='nl'), rdflib.term.Literal('J. Mangini', lang='sq')]"
"Mastenbroek, J.",[],https://hdl.handle.net/20.500.11840/pi76902,http://www.wikidata.org/entity/Q83286973,"[rdflib.term.Literal('J. Mastenbroek', lang='de'), rdflib.term.Literal('J. Mastenbroek', lang='en'), rdflib.term.Literal('J. Mastenbroek', lang='es'), rdflib.term.Literal('J. Mastenbroek', lang='fr'), rdflib.term.Literal('J. Mastenbroek', lang='it'), rdflib.term.Literal('J. Mastenbroek', lang='nl'), rdflib.term.Literal('J. Mastenbroek', lang='sq')]"
M. Matsuo,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286547')],https://hdl.handle.net/20.500.11840/pi76903,http://www.wikidata.org/entity/Q83286547,"[rdflib.term.Literal('M. Matsuo', lang='de'), rdflib.term.Literal('M. Matsuo', lang='en'), rdflib.term.Literal('M. Matsuo', lang='es'), rdflib.term.Literal('M. Matsuo', lang='fr'), rdflib.term.Literal('M. Matsuo', lang='it'), rdflib.term.Literal('M. Matsuo', lang='nl'), rdflib.term.Literal('M. Matsuo', lang='sq')]"
"MÃ¶gle, C.E.",[],https://hdl.handle.net/20.500.11840/pi76906,http://www.wikidata.org/entity/Q60233274,"[rdflib.term.Literal('Carl Emil Mögle', lang='ast'), rdflib.term.Literal('Carl Emil Mögle', lang='ca'), rdflib.term.Literal('Carl Emil Mögle', lang='da'), rdflib.term.Literal('Carl Emil Mögle', lang='de'), rdflib.term.Literal('Carl Emil Mögle', lang='en'), rdflib.term.Literal('Carl Emil Mögle', lang='es'), rdflib.term.Literal('Carl Emil Mögle', lang='fi'), rdflib.term.Literal('Carl Emil Mögle', lang='fr'), rdflib.term.Literal('Carl Emil Mögle', lang='it'), rdflib.term.Literal('Carl Emil Mögle', lang='nb'), rdflib.term.Literal('Carl Emil Mögle', lang='nl'), rdflib.term.Literal('Carl Emil Mögle', lang='pt'), rdflib.term.Literal('Carl Emil Mögle', lang='pt-br'), rdflib.term.Literal('Carl Emil Mogle', lang='sq'), rdflib.term.Literal('Carl Emil Mögle', lang='sv')]"
H. Meijer,[rdflib.term.URIRef('http://www.wikidata.org/entity/Q83286735')],https://hdl.handle.net/20.500.11840/pi76907,http://www.wikidata.org/entity/Q83286735,"[rdflib.term.Literal('H. Meijer', lang='nl'), rdflib.term.Literal('H. Meijer', lang='en'), rdflib.term.Literal('H. Meijer', lang='de'), rdflib.term.Literal('H. Meijer', lang='es'), rdflib.term.Literal('H. Meijer', lang='fr'), rdflib.term.Literal('H. Meijer', lang='it'), rdflib.term.Literal('H. Meijer', lang='sq')]"
"Meulen, C. van der",[],https://hdl.handle.net/20.500.11840/pi76910,http://www.wikidata.org/entity/Q83286360,"[rdflib.term.Literal('Cees van der Meulen', lang='ca'), rdflib.term.Literal('Cees van der Meulen', lang='da'), rdflib.term.Literal('Cees van der Meulen', lang='de'), rdflib.term.Literal('Cees van der Meulen', lang='en'), rdflib.term.Literal('Cees van der Meulen', lang='es'), rdflib.term.Literal('Cees van der Meulen', lang='fr'), rdflib.term.Literal('Cees van der Meulen', lang='it'), rdflib.term.Literal('Cees van der Meulen', lang='nl'), rdflib.term.Literal('Cees van der Meulen', lang='pt'), rdflib.term.Literal('Cees van der Meulen', lang='pt-br'), rdflib.term.Literal('Cees van der Meulen', lang='sq'), rdflib.term.Literal('Cees van der Meulen', lang='sv')]"
"Miedema, E.",[],https://hdl.handle.net/20.500.11840/pi76911,http://www.wikidata.org/entity/Q41269484,"[rdflib.term.Literal('Evert Miedema', lang='ast'), rdflib.term.Literal('Evert Miedema', lang='ca'), rdflib.term.Literal('Evert Miedema', lang='da'), rdflib.term.Literal('Evert Miedema', lang='de'), rdflib.term.Literal('Evert Miedema', lang='en'), rdflib.term.Literal('Evert Miedema', lang='es'), rdflib.term.Literal('Evert Miedema', lang='fr'), rdflib.term.Literal('Evert Miedema', lang='it'), rdflib.term.Literal('Evert Miedema', lang='nl'), rdflib.term.Literal('Evert Miedema', lang='pap'), rdflib.term.Literal('Evert Miedema', lang='pt'), rdflib.term.Literal('Evert Miedema', lang='pt-br'), rdflib.term.Literal('Evert Miedema', lang='sq'), rdflib.term.Literal('Evert Miedema', lang='sv')]"
"Milon, P.",[],https://hdl.handle.net/20.500.11840/pi76913,http://www.wikidata.org/entity/Q40019431,"[rdflib.term.Literal('Pohl Milon', lang='ast'), rdflib.term.Literal('P. Milon', lang='de'), rdflib.term.Literal('Pohl Milon', lang='en'), rdflib.term.Literal('P. Milon', lang='es'), rdflib.term.Literal('P. Milon', lang='fr'), rdflib.term.Literal('P. Milon', lang='it'), rdflib.term.Literal('Pohl Milon', lang='nl'), rdflib.term.Literal('Pohl Milon', lang='sl'), rdflib.term.Literal('Pohl Milon', lang='sq')]"
"Moolenburgh, P.E.",[],https://hdl.handle.net/20.500.11840/pi76917,http://www.wikidata.org/entity/Q83286933,"[rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='de'), rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='en'), rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='es'), rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='fr'), rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='it'), rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='nl'), rdflib.term.Literal('Pieter Eliza Moolenburgh', lang='sq')]"
