,const_range,g_stmt_len,const_len,wiki_stmt_len,wiki_len
1957,ccrdfconst_40921-40940.ttl,254,12,67,1
1958,ccrdfconst_40941-40960.ttl,219,9,69,3
1959,ccrdfconst_40961-40980.ttl,227,8,105,3
1960,ccrdfconst_40981-41000.ttl,388,19,250,9
1961,ccrdfconst_41001-41020.ttl,410,16,221,7
1962,ccrdfconst_41081-41100.ttl,318,16,115,4
1963,ccrdfconst_41101-41120.ttl,306,18,160,7
1964,ccrdfconst_41121-41140.ttl,272,14,136,6
1965,ccrdfconst_41141-41160.ttl,308,14,27,1
1966,ccrdfconst_41161-41180.ttl,291,19,90,3
1967,ccrdfconst_41181-41200.ttl,239,20,163,13
1968,ccrdfconst_41201-41220.ttl,273,18,150,11
1969,ccrdfconst_41221-41240.ttl,237,12,107,6
1970,ccrdfconst_41241-41260.ttl,253,11,77,3
1971,ccrdfconst_41261-41280.ttl,272,13,96,3
1972,ccrdfconst_41301-41320.ttl,280,17,101,4
1973,ccrdfconst_41321-41340.ttl,268,15,132,4
1974,ccrdfconst_41341-41360.ttl,304,18,101,5
1975,ccrdfconst_41361-41380.ttl,273,13,68,2
1976,ccrdfconst_41381-41400.ttl,295,18,80,2
1977,ccrdfconst_41421-41440.ttl,243,17,50,1
1978,ccrdfconst_41441-41460.ttl,298,14,109,3
1979,ccrdfconst_41461-41480.ttl,222,8,21,1
1980,ccrdfconst_41481-41500.ttl,331,20,154,5
1981,ccrdfconst_41501-41520.ttl,317,18,118,4
1982,ccrdfconst_41521-41540.ttl,281,13,74,1
1983,ccrdfconst_41541-41560.ttl,272,15,137,5
1984,ccrdfconst_41561-41580.ttl,338,14,131,4
1985,ccrdfconst_41581-41600.ttl,280,18,62,2
1986,ccrdfconst_41601-41620.ttl,233,12,103,5
1987,ccrdfconst_41621-41640.ttl,209,12,49,2
1988,ccrdfconst_41641-41660.ttl,333,19,94,3
1989,ccrdfconst_41661-41680.ttl,293,15,95,3
1990,ccrdfconst_41681-41700.ttl,326,19,164,6
1991,ccrdfconst_41701-41720.ttl,346,18,149,3
1992,ccrdfconst_41721-41740.ttl,332,19,0,0
1993,ccrdfconst_41741-41760.ttl,240,14,25,1
1994,ccrdfconst_41761-41780.ttl,240,12,89,4
1995,ccrdfconst_41781-41800.ttl,200,9,70,2
1996,ccrdfconst_41801-41820.ttl,199,7,65,1
1997,ccrdfconst_41821-41840.ttl,145,4,44,2
1998,ccrdfconst_41841-41860.ttl,155,1,0,0
1999,ccrdfconst_41861-41880.ttl,121,2,0,0
2000,ccrdfconst_41881-41900.ttl,148,3,14,1
2001,ccrdfconst_41901-41920.ttl,137,2,0,0
2002,ccrdfconst_41921-41940.ttl,146,1,0,0
2003,ccrdfconst_41941-41960.ttl,128,2,0,0
2004,ccrdfconst_41961-41980.ttl,110,0,0,0
2005,ccrdfconst_41981-42000.ttl,174,3,14,1
2006,ccrdfconst_42001-42020.ttl,148,4,49,3
2007,ccrdfconst_42021-42040.ttl,198,3,49,1
2008,ccrdfconst_42041-42060.ttl,192,9,35,1
2009,ccrdfconst_42061-42080.ttl,339,19,103,2
2010,ccrdfconst_42081-42100.ttl,287,19,108,5
2011,ccrdfconst_42101-42120.ttl,299,14,129,3
2012,ccrdfconst_42121-42140.ttl,330,19,98,3
2013,ccrdfconst_42141-42160.ttl,257,19,48,3
2014,ccrdfconst_42161-42180.ttl,329,15,113,3
2015,ccrdfconst_42181-42200.ttl,337,18,86,1
2016,ccrdfconst_42201-42220.ttl,313,18,93,2
2017,ccrdfconst_42221-42240.ttl,286,19,81,1
2018,ccrdfconst_42241-42260.ttl,282,16,0,0
2019,ccrdfconst_42261-42280.ttl,356,19,190,5
2020,ccrdfconst_42281-42300.ttl,331,18,124,3
2021,ccrdfconst_42301-42320.ttl,306,15,52,1
2022,ccrdfconst_42321-42340.ttl,378,19,153,4
2023,ccrdfconst_42341-42360.ttl,359,17,165,5
2024,ccrdfconst_42361-42380.ttl,378,18,127,2
2025,ccrdfconst_42381-42400.ttl,384,18,177,5
2026,ccrdfconst_42401-42420.ttl,288,15,109,3
2027,ccrdfconst_42421-42440.ttl,338,14,83,3
2028,ccrdfconst_42441-42460.ttl,391,20,136,3
2029,ccrdfconst_42461-42480.ttl,252,10,112,3
2030,ccrdfconst_42481-42500.ttl,318,20,83,2
2031,ccrdfconst_42501-42520.ttl,374,18,189,5
2032,ccrdfconst_42521-42540.ttl,297,16,116,4
2033,ccrdfconst_42541-42560.ttl,305,12,139,4
2034,ccrdfconst_42561-42580.ttl,321,17,132,4
2035,ccrdfconst_42581-42600.ttl,294,16,46,1
2036,ccrdfconst_42601-42620.ttl,479,17,357,10
2037,ccrdfconst_42621-42640.ttl,494,18,319,8
2038,ccrdfconst_42641-42660.ttl,284,11,80,2
2039,ccrdfconst_42661-42680.ttl,240,12,60,5
2040,ccrdfconst_42681-42700.ttl,313,19,243,14
2041,ccrdfconst_42701-42720.ttl,324,16,172,8
2042,ccrdfconst_42721-42740.ttl,469,14,344,12
2043,ccrdfconst_42741-42760.ttl,277,18,84,2
2044,ccrdfconst_42761-42780.ttl,350,16,193,5
2045,ccrdfconst_42801-42820.ttl,237,13,109,4
2046,ccrdfconst_42821-42840.ttl,204,3,78,2
2047,ccrdfconst_42841-42860.ttl,281,13,111,4
2048,ccrdfconst_42861-42880.ttl,339,17,178,5
2049,ccrdfconst_42881-42900.ttl,297,18,145,7
2050,ccrdfconst_42921-42940.ttl,350,19,135,4
2051,ccrdfconst_42941-42960.ttl,194,9,0,0
2052,ccrdfconst_42961-42980.ttl,322,16,135,3
2053,ccrdfconst_42981-43000.ttl,285,18,87,3
2054,ccrdfconst_43001-43020.ttl,270,13,110,4
2055,ccrdfconst_43041-43060.ttl,311,16,103,3
2056,ccrdfconst_43061-43080.ttl,237,15,59,2
2057,ccrdfconst_43081-43100.ttl,289,16,170,8
2058,ccrdfconst_43101-43120.ttl,334,19,207,9
2059,ccrdfconst_43121-43140.ttl,237,13,38,1
2060,ccrdfconst_43141-43160.ttl,278,18,0,0
2061,ccrdfconst_43161-43180.ttl,313,12,162,5
2062,ccrdfconst_43181-43200.ttl,288,18,79,2
2063,ccrdfconst_43201-43220.ttl,311,18,101,2
2064,ccrdfconst_43221-43240.ttl,178,5,0,0
2065,ccrdfconst_43241-43260.ttl,307,17,105,2
2066,ccrdfconst_43261-43280.ttl,261,16,96,3
2067,ccrdfconst_43281-43300.ttl,292,14,0,0
2068,ccrdfconst_43301-43320.ttl,262,12,95,3
2069,ccrdfconst_43321-43340.ttl,316,14,127,3
2070,ccrdfconst_43341-43360.ttl,209,12,40,1
2071,ccrdfconst_43361-43380.ttl,303,19,148,5
2072,ccrdfconst_43381-43400.ttl,311,18,174,8
2073,ccrdfconst_43401-43420.ttl,315,15,54,2
2074,ccrdfconst_43421-43440.ttl,259,16,0,0
2075,ccrdfconst_43441-43460.ttl,304,14,127,5
2076,ccrdfconst_43461-43480.ttl,325,18,139,5
2077,ccrdfconst_43501-43520.ttl,280,16,0,0
2078,ccrdfconst_43521-43540.ttl,277,17,100,3
2079,ccrdfconst_43541-43560.ttl,356,15,174,5
2080,ccrdfconst_43561-43580.ttl,259,13,65,1
2081,ccrdfconst_43581-43600.ttl,253,15,0,0
2082,ccrdfconst_43601-43620.ttl,253,14,0,0
2083,ccrdfconst_43621-43640.ttl,336,17,123,3
2084,ccrdfconst_43641-43660.ttl,302,15,170,6
2085,ccrdfconst_43661-43680.ttl,371,18,183,6
2086,ccrdfconst_43681-43700.ttl,133,3,23,1
2087,ccrdfconst_43701-43720.ttl,113,2,13,1
2088,ccrdfconst_43721-43740.ttl,125,1,0,0
2089,ccrdfconst_43741-43760.ttl,144,3,0,0
2090,ccrdfconst_43761-43780.ttl,141,3,0,0
2091,ccrdfconst_43781-43800.ttl,130,2,40,2
2092,ccrdfconst_43801-43820.ttl,229,12,95,4
2093,ccrdfconst_43821-43840.ttl,290,19,115,4
2094,ccrdfconst_43861-43880.ttl,294,16,106,4
2095,ccrdfconst_43881-43900.ttl,239,9,86,2
2096,ccrdfconst_43901-43920.ttl,184,5,0,0
2097,ccrdfconst_43921-43940.ttl,158,2,29,1
2098,ccrdfconst_43941-43960.ttl,136,3,20,1
2099,ccrdfconst_43961-43980.ttl,123,2,0,0
2100,ccrdfconst_43981-44000.ttl,149,3,0,0
2101,ccrdfconst_44001-44020.ttl,116,1,0,0
2102,ccrdfconst_44021-44040.ttl,170,3,30,1
2103,ccrdfconst_44041-44060.ttl,136,3,30,1
2104,ccrdfconst_44061-44080.ttl,122,2,0,0
2105,ccrdfconst_44081-44100.ttl,128,2,0,0
2106,ccrdfconst_44101-44120.ttl,131,2,0,0
2107,ccrdfconst_44121-44140.ttl,128,2,0,0
2108,ccrdfconst_44141-44160.ttl,205,8,68,2
2109,ccrdfconst_44181-44200.ttl,264,14,60,1
2110,ccrdfconst_44201-44220.ttl,566,18,508,17
2111,ccrdfconst_44241-44260.ttl,309,11,114,5
2112,ccrdfconst_44261-44280.ttl,210,10,0,0
2113,ccrdfconst_44281-44300.ttl,225,11,23,1
2114,ccrdfconst_44301-44320.ttl,244,13,61,1
2115,ccrdfconst_44321-44340.ttl,289,19,71,2
2116,ccrdfconst_44341-44360.ttl,301,17,93,2
2117,ccrdfconst_44361-44380.ttl,353,18,100,1
2118,ccrdfconst_44381-44400.ttl,255,13,69,2
2119,ccrdfconst_44401-44420.ttl,193,8,38,1
2120,ccrdfconst_44421-44440.ttl,237,10,55,2
2121,ccrdfconst_44441-44460.ttl,287,11,0,0
2122,ccrdfconst_44461-44480.ttl,275,9,83,2
2123,ccrdfconst_44481-44500.ttl,202,7,67,2
2124,ccrdfconst_44501-44520.ttl,221,8,39,1
2125,ccrdfconst_44521-44540.ttl,254,14,67,1
2126,ccrdfconst_44541-44560.ttl,287,18,70,2
2127,ccrdfconst_44561-44580.ttl,275,19,84,2
2128,ccrdfconst_44581-44600.ttl,267,15,53,2
2129,ccrdfconst_44601-44620.ttl,313,17,151,4
2130,ccrdfconst_44621-44640.ttl,335,18,137,4
2131,ccrdfconst_44641-44660.ttl,212,12,0,0
2132,ccrdfconst_44661-44680.ttl,255,13,72,2
2133,ccrdfconst_44681-44700.ttl,391,19,120,2
2134,ccrdfconst_44701-44720.ttl,291,16,105,3
2135,ccrdfconst_44721-44740.ttl,321,17,89,3
2136,ccrdfconst_44741-44760.ttl,393,20,85,1
2137,ccrdfconst_44761-44780.ttl,299,17,0,0
2138,ccrdfconst_44781-44800.ttl,130,1,0,0
2139,ccrdfconst_44801-44820.ttl,363,15,111,2
2140,ccrdfconst_44821-44840.ttl,347,19,31,1
2141,ccrdfconst_44841-44860.ttl,275,18,102,4
2142,ccrdfconst_44861-44880.ttl,329,19,129,2
2143,ccrdfconst_44881-44900.ttl,346,19,0,0
2144,ccrdfconst_44901-44920.ttl,314,17,55,1
2145,ccrdfconst_44921-44940.ttl,312,14,85,1
2146,ccrdfconst_44941-44960.ttl,343,19,112,2
2147,ccrdfconst_44961-44980.ttl,294,20,66,1
2148,ccrdfconst_44981-45000.ttl,307,14,52,1
2149,ccrdfconst_45001-45020.ttl,175,2,0,0
2150,ccrdfconst_45021-45040.ttl,194,1,0,0
2151,ccrdfconst_45041-45060.ttl,234,15,0,0
2152,ccrdfconst_45061-45080.ttl,313,17,84,1
2153,ccrdfconst_45081-45100.ttl,315,20,0,0
2154,ccrdfconst_45101-45120.ttl,321,19,95,2
2155,ccrdfconst_45121-45140.ttl,212,11,0,0
2156,ccrdfconst_45141-45160.ttl,160,1,38,1
2157,ccrdfconst_45161-45180.ttl,140,3,37,1
2158,ccrdfconst_45181-45200.ttl,152,2,49,1
2159,ccrdfconst_45201-45220.ttl,180,7,0,0
2160,ccrdfconst_45221-45240.ttl,273,20,0,0
2161,ccrdfconst_45241-45260.ttl,364,20,125,3
2162,ccrdfconst_45261-45280.ttl,290,19,54,1
2163,ccrdfconst_45281-45300.ttl,346,19,144,4
2164,ccrdfconst_45301-45320.ttl,277,19,67,2
2165,ccrdfconst_45321-45340.ttl,310,20,91,1
2166,ccrdfconst_45341-45360.ttl,312,18,97,1
2167,ccrdfconst_45361-45380.ttl,359,16,139,3
2168,ccrdfconst_45381-45400.ttl,302,16,108,4
2169,ccrdfconst_45401-45420.ttl,415,17,184,6
2170,ccrdfconst_45421-45440.ttl,285,15,82,2
2171,ccrdfconst_45441-45460.ttl,298,15,0,0
2172,ccrdfconst_45461-45480.ttl,277,15,91,2
2173,ccrdfconst_45481-45500.ttl,297,18,0,0
2174,ccrdfconst_45501-45520.ttl,248,12,0,0
2175,ccrdfconst_45521-45540.ttl,240,13,54,1
2176,ccrdfconst_45541-45560.ttl,311,19,99,2
2177,ccrdfconst_45561-45580.ttl,379,18,162,4
2178,ccrdfconst_45581-45600.ttl,348,19,164,4
2179,ccrdfconst_45601-45620.ttl,308,16,0,0
2180,ccrdfconst_45621-45640.ttl,264,15,71,2
2181,ccrdfconst_45641-45660.ttl,304,18,104,2
2182,ccrdfconst_45661-45680.ttl,451,19,180,4
2183,ccrdfconst_45681-45700.ttl,296,15,73,1
2184,ccrdfconst_45701-45720.ttl,361,19,181,5
2185,ccrdfconst_45721-45740.ttl,366,18,138,2
2186,ccrdfconst_45741-45760.ttl,262,14,95,3
2187,ccrdfconst_45761-45780.ttl,318,14,0,0
2188,ccrdfconst_45781-45800.ttl,311,17,0,0
2189,ccrdfconst_45801-45820.ttl,319,15,98,2
2190,ccrdfconst_45841-45860.ttl,307,17,114,3
2191,ccrdfconst_45861-45880.ttl,398,19,141,3
2192,ccrdfconst_45881-45900.ttl,399,20,82,1
2193,ccrdfconst_45901-45920.ttl,338,20,86,2
2194,ccrdfconst_45921-45940.ttl,234,12,0,0
2195,ccrdfconst_45941-45960.ttl,333,15,66,1
2196,ccrdfconst_45961-45980.ttl,311,13,84,2
2197,ccrdfconst_45981-46000.ttl,332,19,72,1
2198,ccrdfconst_46001-46020.ttl,282,15,0,0
2199,ccrdfconst_46021-46040.ttl,356,20,0,0
2200,ccrdfconst_46041-46060.ttl,325,16,134,4
2201,ccrdfconst_46061-46080.ttl,261,14,47,1
2202,ccrdfconst_46081-46100.ttl,352,17,100,2
2203,ccrdfconst_46101-46120.ttl,331,18,0,0
2204,ccrdfconst_46121-46140.ttl,369,20,152,3
2205,ccrdfconst_46141-46160.ttl,351,19,112,3
2206,ccrdfconst_46161-46180.ttl,312,20,0,0
2207,ccrdfconst_46181-46200.ttl,318,17,79,1
2208,ccrdfconst_46201-46220.ttl,370,19,131,3
2209,ccrdfconst_46221-46240.ttl,316,17,126,4
2210,ccrdfconst_46241-46260.ttl,364,19,51,1
2211,ccrdfconst_46261-46280.ttl,426,20,166,3
2212,ccrdfconst_46281-46300.ttl,384,20,106,2
2213,ccrdfconst_46301-46320.ttl,388,20,157,5
2214,ccrdfconst_46321-46340.ttl,393,19,163,4
2215,ccrdfconst_46341-46360.ttl,295,16,58,2
2216,ccrdfconst_46361-46380.ttl,312,11,106,2
2217,ccrdfconst_46381-46400.ttl,293,15,116,3
2218,ccrdfconst_46401-46420.ttl,310,17,79,2
2219,ccrdfconst_46421-46440.ttl,192,7,0,0
2220,ccrdfconst_46441-46460.ttl,274,12,73,1
2221,ccrdfconst_46461-46480.ttl,363,18,0,0
2222,ccrdfconst_46481-46500.ttl,277,15,0,0
2223,ccrdfconst_46501-46520.ttl,280,20,54,1
2224,ccrdfconst_46521-46540.ttl,365,17,66,1
2225,ccrdfconst_46541-46560.ttl,265,19,0,0
2226,ccrdfconst_46561-46580.ttl,353,20,144,5
2227,ccrdfconst_46581-46600.ttl,274,18,44,2
2228,ccrdfconst_46601-46620.ttl,344,18,95,4
2229,ccrdfconst_46621-46640.ttl,326,17,29,1
2230,ccrdfconst_46641-46660.ttl,238,16,47,1
2231,ccrdfconst_46661-46680.ttl,340,18,95,2
2232,ccrdfconst_46681-46700.ttl,304,18,78,1
2233,ccrdfconst_46701-46720.ttl,370,20,120,2
2234,ccrdfconst_46721-46740.ttl,272,18,51,1
2235,ccrdfconst_46741-46760.ttl,351,16,181,5
2236,ccrdfconst_46801-46820.ttl,306,18,83,1
2237,ccrdfconst_46821-46840.ttl,304,13,86,2
2238,ccrdfconst_46841-46860.ttl,276,17,28,1
2239,ccrdfconst_46861-46880.ttl,265,19,92,4
2240,ccrdfconst_46881-46900.ttl,282,15,105,4
2241,ccrdfconst_46901-46920.ttl,298,17,120,3
2242,ccrdfconst_46921-46940.ttl,354,18,145,3
2243,ccrdfconst_46941-46960.ttl,282,13,39,2
2244,ccrdfconst_46961-46980.ttl,436,18,270,7
2245,ccrdfconst_46981-47000.ttl,267,16,48,1
2246,ccrdfconst_47001-47020.ttl,236,15,82,4
2247,ccrdfconst_47021-47040.ttl,252,16,75,2
2248,ccrdfconst_47041-47060.ttl,394,20,0,0
2249,ccrdfconst_47061-47080.ttl,414,17,245,6
2250,ccrdfconst_47081-47100.ttl,310,17,123,4
2251,ccrdfconst_47101-47120.ttl,234,10,0,0
2252,ccrdfconst_47121-47140.ttl,310,19,81,2
2253,ccrdfconst_47141-47160.ttl,287,17,90,3
2254,ccrdfconst_47161-47180.ttl,288,17,78,3
2255,ccrdfconst_47181-47200.ttl,310,17,106,2
2256,ccrdfconst_47201-47220.ttl,325,19,132,4
2257,ccrdfconst_47221-47240.ttl,279,19,54,1
2258,ccrdfconst_47241-47260.ttl,335,17,140,3
2259,ccrdfconst_47261-47280.ttl,332,19,0,0
2260,ccrdfconst_47281-47300.ttl,271,16,54,1
2261,ccrdfconst_47301-47320.ttl,341,18,95,2
2262,ccrdfconst_47321-47340.ttl,412,18,176,4
2263,ccrdfconst_47341-47360.ttl,385,16,108,2
2264,ccrdfconst_47361-47380.ttl,316,19,99,2
2265,ccrdfconst_47381-47400.ttl,278,2,47,1
2266,ccrdfconst_47401-47420.ttl,298,14,0,0
2267,ccrdfconst_47421-47440.ttl,231,13,0,0
2268,ccrdfconst_47441-47460.ttl,418,19,77,1
2269,ccrdfconst_47461-47480.ttl,289,19,86,2
2270,ccrdfconst_47481-47500.ttl,306,17,99,3
2271,ccrdfconst_47501-47520.ttl,284,15,68,1
2272,ccrdfconst_47521-47540.ttl,355,20,55,1
2273,ccrdfconst_47541-47560.ttl,379,18,83,2
2274,ccrdfconst_47561-47580.ttl,398,16,90,2
2275,ccrdfconst_47581-47600.ttl,257,14,0,0
2276,ccrdfconst_47601-47620.ttl,301,18,77,2
2277,ccrdfconst_47621-47640.ttl,297,19,40,1
2278,ccrdfconst_47641-47660.ttl,277,19,51,1
2279,ccrdfconst_47661-47680.ttl,258,15,71,2
2280,ccrdfconst_47681-47700.ttl,279,19,79,2
2281,ccrdfconst_47701-47720.ttl,380,19,148,3
2282,ccrdfconst_47721-47740.ttl,361,18,130,2
2283,ccrdfconst_47741-47760.ttl,288,20,61,1
2284,ccrdfconst_47761-47780.ttl,378,19,0,0
2285,ccrdfconst_47781-47800.ttl,339,18,128,3
2286,ccrdfconst_47801-47820.ttl,350,19,92,1
2287,ccrdfconst_47821-47840.ttl,303,19,99,3
2288,ccrdfconst_47841-47860.ttl,396,18,45,1
2289,ccrdfconst_47861-47880.ttl,323,19,121,3
2290,ccrdfconst_47881-47900.ttl,306,19,79,1
2291,ccrdfconst_47901-47920.ttl,340,19,0,0
2292,ccrdfconst_47921-47940.ttl,362,20,136,3
2293,ccrdfconst_47941-47960.ttl,224,12,43,1
2294,ccrdfconst_47961-47980.ttl,340,20,119,3
2295,ccrdfconst_47981-48000.ttl,259,12,55,1
2296,ccrdfconst_48001-48020.ttl,317,18,95,2
2297,ccrdfconst_48021-48040.ttl,296,14,97,3
2298,ccrdfconst_48041-48060.ttl,323,17,76,2
2299,ccrdfconst_48061-48080.ttl,249,18,50,1
2300,ccrdfconst_48081-48100.ttl,284,19,91,3
2301,ccrdfconst_48101-48120.ttl,296,18,100,4
2302,ccrdfconst_48121-48140.ttl,283,16,0,0
2303,ccrdfconst_48141-48160.ttl,319,18,138,5
2304,ccrdfconst_48161-48180.ttl,287,19,117,5
2305,ccrdfconst_48181-48200.ttl,297,15,81,2
2306,ccrdfconst_48201-48220.ttl,261,14,0,0
2307,ccrdfconst_48221-48240.ttl,325,14,131,3
2308,ccrdfconst_48241-48260.ttl,331,20,118,3
2309,ccrdfconst_48261-48280.ttl,433,18,191,5
2310,ccrdfconst_48281-48300.ttl,304,18,127,3
2311,ccrdfconst_48301-48320.ttl,294,18,68,2
2312,ccrdfconst_48321-48340.ttl,435,18,167,3
2313,ccrdfconst_48341-48360.ttl,354,17,166,4
2314,ccrdfconst_48361-48380.ttl,267,14,66,1
2315,ccrdfconst_48381-48400.ttl,322,18,120,2
2316,ccrdfconst_48401-48420.ttl,259,14,60,1
2317,ccrdfconst_48421-48440.ttl,337,17,95,3
2318,ccrdfconst_48441-48460.ttl,271,15,60,1
2319,ccrdfconst_48461-48480.ttl,302,17,120,2
2320,ccrdfconst_48481-48500.ttl,244,13,103,2
2321,ccrdfconst_48501-48520.ttl,327,16,129,3
2322,ccrdfconst_48521-48540.ttl,272,17,0,0
2323,ccrdfconst_48541-48560.ttl,255,13,96,3
2324,ccrdfconst_48561-48580.ttl,259,15,51,1
2325,ccrdfconst_48581-48600.ttl,280,19,61,1
2326,ccrdfconst_48601-48620.ttl,160,9,0,0
2327,ccrdfconst_48621-48640.ttl,330,20,104,3
2328,ccrdfconst_48641-48660.ttl,348,20,81,1
2329,ccrdfconst_48661-48680.ttl,304,19,52,1
2330,ccrdfconst_48681-48700.ttl,362,17,120,3
2331,ccrdfconst_48701-48720.ttl,372,19,77,2
2332,ccrdfconst_48721-48740.ttl,363,18,85,2
2333,ccrdfconst_48781-48800.ttl,292,12,96,4
2334,ccrdfconst_48801-48820.ttl,254,11,91,3
2335,ccrdfconst_48821-48840.ttl,314,17,182,9
2336,ccrdfconst_48861-48880.ttl,336,18,91,1
2337,ccrdfconst_48881-48900.ttl,332,15,134,6
2338,ccrdfconst_48901-48920.ttl,336,15,136,4
2339,ccrdfconst_48921-48940.ttl,268,16,82,5
2340,ccrdfconst_48961-48980.ttl,300,17,144,6
2341,ccrdfconst_48981-49000.ttl,256,14,69,4
2342,ccrdfconst_49061-49080.ttl,346,19,205,8
2343,ccrdfconst_49081-49100.ttl,310,19,74,3
2344,ccrdfconst_49101-49120.ttl,281,15,60,3
2345,ccrdfconst_49161-49180.ttl,117,5,26,1
2346,ccrdfconst_49181-49200.ttl,42,2,0,0
2347,ccrdfconst_49201-49220.ttl,25,1,0,0
2348,ccrdfconst_49221-49240.ttl,69,3,45,1
2349,ccrdfconst_49241-49260.ttl,30,1,0,0
2350,ccrdfconst_49261-49280.ttl,38,2,0,0
2351,ccrdfconst_49281-49300.ttl,148,10,35,1
2352,ccrdfconst_49301-49320.ttl,312,16,79,1
2353,ccrdfconst_49321-49340.ttl,245,17,65,3
2354,ccrdfconst_49341-49360.ttl,367,20,125,2
2355,ccrdfconst_49361-49380.ttl,296,17,81,2
2356,ccrdfconst_49381-49400.ttl,320,16,66,1
2357,ccrdfconst_49401-49420.ttl,313,16,78,1
2358,ccrdfconst_49421-49440.ttl,310,18,0,0
2359,ccrdfconst_49441-49460.ttl,270,13,87,2
2360,ccrdfconst_49461-49480.ttl,213,9,72,2
2361,ccrdfconst_49481-49500.ttl,298,20,142,5
2362,ccrdfconst_49521-49540.ttl,385,19,257,11
2363,ccrdfconst_49541-49560.ttl,254,14,0,0
2364,ccrdfconst_49561-49580.ttl,349,17,69,2
2365,ccrdfconst_49581-49600.ttl,270,17,70,2
2366,ccrdfconst_49601-49620.ttl,339,19,168,6
2367,ccrdfconst_49621-49640.ttl,285,19,59,1
2368,ccrdfconst_49641-49660.ttl,317,17,52,1
2369,ccrdfconst_49661-49680.ttl,310,12,83,1
2370,ccrdfconst_49681-49700.ttl,321,12,153,5
2371,ccrdfconst_49701-49720.ttl,375,17,137,3
2372,ccrdfconst_49761-49780.ttl,427,18,115,3
2373,ccrdfconst_49781-49800.ttl,353,19,52,1
2374,ccrdfconst_49801-49820.ttl,353,17,165,5
2375,ccrdfconst_49821-49840.ttl,320,18,111,3
2376,ccrdfconst_49841-49860.ttl,354,19,186,6
2377,ccrdfconst_49861-49880.ttl,282,18,85,2
2378,ccrdfconst_49881-49900.ttl,257,17,0,0
2379,ccrdfconst_49901-49920.ttl,315,19,57,1
2380,ccrdfconst_49921-49940.ttl,309,16,161,5
2381,ccrdfconst_49941-49960.ttl,302,17,80,3
2382,ccrdfconst_49961-49980.ttl,280,17,78,1
2383,ccrdfconst_49981-50000.ttl,304,15,150,5
2384,ccrdfconst_50001-50020.ttl,376,18,195,4
2385,ccrdfconst_50021-50040.ttl,239,12,65,1
2386,ccrdfconst_50041-50060.ttl,380,15,138,4
2387,ccrdfconst_50061-50080.ttl,305,18,92,2
2388,ccrdfconst_50081-50100.ttl,323,19,105,2
2389,ccrdfconst_50101-50120.ttl,301,19,82,2
2390,ccrdfconst_50121-50140.ttl,280,14,0,0
2391,ccrdfconst_50141-50160.ttl,343,17,97,2
2392,ccrdfconst_50161-50180.ttl,373,19,114,2
2393,ccrdfconst_50181-50200.ttl,354,18,86,1
2394,ccrdfconst_50201-50220.ttl,431,19,100,2
2395,ccrdfconst_50221-50240.ttl,362,18,0,0
2396,ccrdfconst_50241-50260.ttl,296,17,68,1
2397,ccrdfconst_50261-50280.ttl,352,18,133,3
2398,ccrdfconst_50281-50300.ttl,263,16,68,3
2399,ccrdfconst_50301-50320.ttl,284,19,62,1
2400,ccrdfconst_50321-50340.ttl,306,19,73,1
2401,ccrdfconst_50341-50360.ttl,397,18,102,1
2402,ccrdfconst_50361-50380.ttl,410,17,0,0
2403,ccrdfconst_50381-50400.ttl,329,20,61,1
2404,ccrdfconst_50401-50420.ttl,402,16,120,4
2405,ccrdfconst_50421-50440.ttl,250,17,0,0
2406,ccrdfconst_50441-50460.ttl,320,16,111,3
2407,ccrdfconst_50461-50480.ttl,308,19,37,1
2408,ccrdfconst_50481-50500.ttl,343,19,189,7
2409,ccrdfconst_50501-50520.ttl,275,20,74,2
2410,ccrdfconst_50521-50540.ttl,300,18,0,0
2411,ccrdfconst_50541-50560.ttl,273,20,56,1
2412,ccrdfconst_50561-50580.ttl,294,19,73,2
2413,ccrdfconst_50581-50600.ttl,311,17,103,2
2414,ccrdfconst_50601-50620.ttl,315,18,93,2
2415,ccrdfconst_50621-50640.ttl,286,19,75,1
2416,ccrdfconst_50641-50660.ttl,296,18,53,1
2417,ccrdfconst_50661-50680.ttl,319,14,150,4
2418,ccrdfconst_50681-50700.ttl,282,15,66,1
2419,ccrdfconst_50701-50720.ttl,317,18,63,1
2420,ccrdfconst_50721-50740.ttl,287,16,62,1
2421,ccrdfconst_50741-50760.ttl,300,14,136,4
2422,ccrdfconst_50761-50780.ttl,384,20,111,2
2423,ccrdfconst_50781-50800.ttl,293,19,0,0
2424,ccrdfconst_50801-50820.ttl,363,19,79,1
2425,ccrdfconst_50821-50840.ttl,319,18,79,1
2426,ccrdfconst_50861-50880.ttl,367,18,87,2
2427,ccrdfconst_50881-50900.ttl,302,14,171,5
2428,ccrdfconst_50901-50920.ttl,283,15,85,2
2429,ccrdfconst_50921-50940.ttl,289,17,75,1
2430,ccrdfconst_50941-50960.ttl,290,15,105,2
2431,ccrdfconst_50961-50980.ttl,294,15,59,2
2432,ccrdfconst_50981-51000.ttl,331,17,116,2
2433,ccrdfconst_51001-51020.ttl,315,16,96,3
2434,ccrdfconst_51021-51040.ttl,370,19,0,0
2435,ccrdfconst_51041-51060.ttl,363,17,84,2
2436,ccrdfconst_51061-51080.ttl,282,17,0,0
2437,ccrdfconst_51081-51100.ttl,278,17,0,0
